,Brewery,County,Full Address,Lat,Lng,State,Zip Code
246,American Home Brewing Supply Inc,San Diego,"9295 Chesapeake Dr, San Diego CA",32.837659,-117.128963,CA,92123-1008
247,American Sky Brewing Co,Saint Croix,"1510 Swasey St, Hudson WI",44.955223,-92.738645,WI,54016-9287
248,Americana Vineyards & Winery,Seneca,"4367 E Covert Rd, Interlaken NY",42.575472,-76.674305,NY,14847-9720
249,Amerisports Brew Pub,Clay,"3200 Ameristar Dr, Kansas City MO",39.150811,-94.482465,MO,64161-9223
250,Amica's Wood Fired Pizza & Microbrews,Chaffee,"136 E 2nd St, Salida CO",38.534956,-105.99185,CO,81201-2115
251,Amigos Burgers and Beer,Pima,"6372 S Nogales Hwy, Tucson AZ",32.136143,-110.961553,AZ,85706-6825
252,Amity Vineyards,Yamhill,"18150 S E Amity Vineyards Rd, Amity OR",45.122596,-123.198559,OR,97101-2304
253,Ammonoosuc Beer Project Llc,Grafton,"18 Mill St, Littleton NH",44.306493,-71.772717,NH,03561-4027
254,Amos Howards,Catawba,"2828 Us 70 Hwy, Hickory NC",35.721195,-81.387185,NC,28602-4630
255,Amos Howard's Restaurant,Catawba,"2828 Us Highway 70 S W, Hickory NC",35.721195,-81.387185,NC,28602-4630
256,Amplified Ale Works,San Diego,"4150 Mission Blvd, San Diego CA",32.79215,-117.254149,CA,92109-5001
257,AMPM Brewery,Hamilton,"567 Mitchell Way Ct, Cincinnati OH",39.104603,-84.631641,OH,45238-4782
258,Anacapa Brewing Company,Ventura,"472 E Main St, Ventura CA",34.280829,-119.293609,CA,93001-2627
259,Anacortes Brewery,Skagit,"320 Commercial Ave, Anacortes WA",48.519733,-122.612559,WA,98221-1517
260,Anaheim Brewery,Orange,"336 S Anaheim Blvd, Anaheim CA",33.832666,-117.912861,CA,92805-3830
261,Anchor Brewing Co,," Terminal 3 (sfo Airport), San Francisco CA",20.90043,-105.4134,CA,63729
262,Anchor Brewing Company,San Francisco,"1705 Mariposa St, San Francisco CA",37.763607,-122.400437,CA,94107-2334
263,Anchor Inn Patio Bar,,"5413 S 72 Saint, Omaha NE",34.17084,-97.10144,NE,73401
264,Anchorage Saloon The,Pasco,"12816 Us Highway 19, Hudson FL",28.343558,-82.69911,FL,34667-1992
265,Anderson Valley Brewing Company,Mendocino,"17700 Hwy 253, Boonville CA",39.000608,-123.355361,CA,95415
266,Andover Classic Wines Llc - Andover Liquors,Essex,"209 N Main St, Andover MA",42.664665,-71.145935,MA,01810-3100
267,Andretti Winery,Napa,"4162 Big Ranch Rd, Napa CA",38.354945,-122.307713,CA,94558-1405
268,Andrews Brewing Company,Cherokee,"575 Aquone Rd, Andrews NC",35.198815,-83.812877,NC,28901-7005
269,Andrews Distributing,Nueces,"254 Junior Beck Dr, Corpus Christi TX",27.760721,-97.469068,TX,78405-4410
270,Angeles Brewing Supplies,Spokane,"103 W 1st St, Portangeles WA",47.955261,-117.479435,WA,99006-5093
271,Angie's Homestead,Champaign,"306 S Main St, Gifford IL",40.305325,-88.021366,IL,61847-9604
272,Angler's Inn,Polk,"301 W Main St, Balsam Lake WI",45.453282,-92.456035,WI,54810-9007
273,Angry Chair Brewery,Hillsborough,"6401 N Florida Ave, Tampa FL",28.005154,-82.459468,FL,33604-6007
274,Angry Erik Brewing,Sussex County,"10 Millpond Doctor 8, Lafayette NJ",41.09828,-74.68904,NJ,
275,Angry Eriks Brewing,Sussex,"10 Millpond Dr, Lafayette NJ",41.093522,-74.717696,NJ,07848-3822
276,Angry Hank's Micro Brewery,Yellowstone,"2405 1st Ave N, Billings MT",45.784346,-108.501054,MT,59101-2318
277,Angry Minnow,Sawyer,"10440 Florida Ave, Hayward WI",46.010437,-91.489084,WI,54843-7112
278,Anheuser Busch,James City,"7801 Pocahontas Trl, Williamsburg VA",37.240453,-76.652096,VA,23185-6302
279,Anheuser Busch Inc.,Ventura,"2945 Townsgate Rd, Westlake Village CA",34.152084,-118.822637,CA,91361-5802
280,Anheuser Busch Wod,Bronx,"550 Food Center Dr, Bronx NY",40.80565,-73.871168,NY,10474-7047
281,Anheuser-busch,Bexar,"2595 N Ellison Dr, San Antonio TX",29.458317,-98.696072,TX,78251
282,Anheuser-busch Brewery,Duval,"111 Busch Dr, Jacksonville FL",30.430182,-81.648478,FL,32218-5546
283,Anheuser-busch Brewery Cartersville,Bartow,"100 Busch Dr N E, Cartersville GA",34.254222,-84.787881,GA,30121-7217
284,"Anheuser-busch Brewery Experiences, Budweiser Brewery Tours",Hillsborough,"221 Daniel Webster Hwy, Merrimack NH",42.828346,-71.491066,NH,03054-4807
285,Anheuser-busch Co,Middlesex,"290 Heller Park Ct, Dayton NJ",40.373677,-74.49736,NJ,08810-1577
286,Anheuser-busch Co Inc,St. Louis City,"1 Busch Pl, Saint Louis MO",38.598423,-90.209443,MO,63118
287,Anheuser-busch In Bev,New York,"250 Park Ave Fl2, New York NY",40.755018,-73.975704,NY,10017
288,Anheuser-busch Inc,Leon,"1382 Pawnee Pointe Ct, Tallahassee FL",30.509386,-84.255744,FL,32312-3962
289,Anheuser-busch Promotional,Saint Louis City,"2700 S Broadway, St Louis MO",38.599302,-90.207794,MO,63118-1809
290,Anheuser-busch Sales,Hawaii,"16 211 Wiliama Pl, Keaau HI",19.637256,-155.044172,HI,96749-8011
291,Anime Pub,Hamilton,"2100 Hamilton Place Blvd, Chattanooga TN",35.03696,-85.160961,TN,37421-6001
292,Annette's Bar & Grill,Allegany,"17700 Mount Savage Rd N W, Frostburg MD",39.669164,-78.912609,MD,21532-3030
293,Another Road Brewing,Linn,"1175 8th Ave, Marion IA",42.034181,-91.597157,IA,52302-3503
294,Ansley Wine Merchants,Fulton,"1544 N E Piedmont Ave 211, Atlanta GA",33.796432,-84.369626,GA,30324-5010
295,Anthem Brewing Company,Oklahoma,"908 S W 4th St, Oklahoma City OK",35.461076,-97.528606,OK,73109-1012
296,"Anthony's Gourmet Burgers & Brews, M Pool, Jayde Fuzion, M Resort Spa Casino, Ravello Lounge, 32�� Draft Bar, Daydream Pool Club, M Bar, Spa Mio, Anthony���s Prime Steak & Seafood, Baby Cakes, Vig Deli, M Resort Pool, Vice Shop, Studio B Buffet",Clark,"12300 Las Vegas Blvd S, Henderson NV",35.964906,-115.172655,NV,89044-9506
297,Apex Speech & Rehabilitation Sarvices,Penobscot,"30 Industrial Plaza Dr, Brewer ME",44.780383,-68.764185,ME,04412-2273
298,A-plus Quality Window Tint,Allegheny,"456 Montgomery Ave, Bridgeville PA",40.374233,-80.095051,PA,15017-2912
299,Apocalypse Brewing Company,Jackson,"545 Rossanley Dr, Medford OR",42.340659,-122.89434,OR,97501-1771
300,Apocalypto Brewing Co.,Hartford,"Iroquois Rd, W Hartford CT",41.791036,-72.736939,CT,06117
301,Appalachian Brewing,Montgomery County,"50 W Chestnut Saint 3rd Ave 2nd Fl, Collegeville PA",40.192526,-75.461082,PA,
302,Appalachian Brewing Company,Cumberland,"3721 Market St, Camp Hill PA",40.238881,-76.946124,PA,17011-4326
303,Appalachian Craft Brewery,Henderson,"34 Redmond Dr, Fletcher NC",35.444879,-82.52872,NC,28732-9306
304,Apple Blossom Brewing Company,Washington,"1550 Zion Rd, Fayetteville AR",36.129229,-94.137351,AR,72703-4987
305,Applebee's,Blue Earth County,"1900 Adams Saint (at Hwy 22), Mankato MN",44.166117,-94.005587,MN,
306,Applewood Orchards,Orange,"82 Four Corners Rd, Warwick NY",41.29554,-74.314652,NY,10990-3020
307,Aquanaut Brewing Company,Cook,"5435 N Wolcott Ave, Chicago IL",41.980869,-87.676549,IL,60640-1017
308,Ar Resolutions,Onondaga,"5500 Bartel Rd, Brewerton NY",43.232726,-76.136626,NY,13029-8739
309,Arbor Brewing Company,Washtenaw,"114 E Washington St, Ann Arbor MI",42.280468,-83.747777,MI,48104-1905
310,"Arbor Brewing Company Microbrewery, Arbor Brewing Co Microbrewery",Washtenaw,"720 Norris St, Ypsilanti MI",42.250154,-83.610211,MI,48198-2825
311,Arbucks' Bachelor Pad,New York,"190 Orchard, New York NY",40.722147,-73.988173,NY,10002-1403
312,Arcade Brewery,Cook,"2041 W Carroll Ave, Chicago IL",41.887683,-87.67788,IL,60612-1601
313,Arcadia Brewing Co,Kalamazoo,"701 E Michigan Ave, Kalamazoo MI",42.29487,-85.57088,MI,49048
314,"Arcadia Brewing Co, Arcadia Brewing Company",Calhoun,"103 Michigan Ave W, Battle Creek MI",42.322068,-85.185207,MI,49017-3605
315,Arcana Brewing Co,San Diego,"5621 Palmer Way, Carlsbad CA",33.139004,-117.272186,CA,92010-7242
316,Arcata Brews Llc,Humboldt,"856 10th St, Arcata CA",40.869911,-124.086747,CA,95521-6232
317,Arch Rock Brewery,Curry,"Hunter Creek Loop, Gold Beach OR",42.386001,-124.415891,OR,97444
318,Architectural Doors and Windows,Penobscot,"75 Liberty Dr, Brewer ME",44.77808,-68.759766,ME,04412-1683
319,Arclight Brewery,Berrien,"544 N Main St, Watervliet MI",42.191247,-86.25941,MI,49098-9797
320,Arc's Wine Plus,Bexar,"3222 Navasota Cir, San Antonio TX",29.649488,-98.433043,TX,78259-2707
321,Arctic Brewing Supply,Anchorage,"8401 Sandlewood Pl, Anchorage AK",61.145509,-149.85281,AK,99507-3125
322,Ardent Craft Ales Brewery,Henrico,"3200 W Leigh St, Richmond VA",37.568376,-77.472206,VA,23230-4410
323,AREA 51 Craft Brewery,Riverside,"7123 Arlington Ave, Riverside CA",33.945896,-117.449524,CA,92503-1508
324,Arena Wine and Spirits,Franklin,"492 Armstrong St, Columbus OH",39.972058,-83.006049,OH,43215-2347
325,Arepazo Tapas Bar Grill,Franklin,"515 S High St, Columbus OH",39.95142,-82.998552,OH,43215-5602
326,Argus Brewery,Cook,"11314 S, Chicago IL",41.689522,-87.540109,IL,60617-7148
327,Argus Cidery,Hays,"12345 Pauls Valley Rd, Austin TX",30.236563,-98.010711,TX,78737-9609
328,Argyle's Easy Street,Cortland,"186 Homer Ave, Cortland NY",42.612689,-76.186388,NY,13045-1029
329,Arizona Air Boutique,Maricopa,"10401 N 32nd St, Phoenix AZ",33.580966,-112.013069,AZ,85028-3824
330,Arizona Beverage Control,Maricopa,"2730 E Jones Ave, Phoenix AZ",33.410652,-112.022567,AZ,85040-1503
331,Arizona Brewery Tours,Maricopa,"2990 E Washington, Phoenix AZ",33.448283,-112.017408,AZ,85034-1516
332,Arizona Wilderness Brewing Co.,Maricopa,"721 N Arizona Ave, Gilbert AZ",33.363113,-111.841841,AZ,85233-3400
333,Arkane Aleworks,,"2480 E Bay Doctor 23, Largo FL",27.91801,-82.76041,FL,33771
334,Arkose Brewery Llc,Matanuska Susitna,"650 E Steel Loop, Palmer AK",61.581914,-149.105848,AK,99645-6689
335,Armstrong Ales,Chester,"1000 Hollingsworth Dr, Phoenixville PA",40.136728,-75.54651,PA,19460-1805
336,Armstrong Brewing Company,San Mateo,"415 Grand Ave, S San Francisco CA",37.655806,-122.413037,CA,94080-3614
337,Army National Guard,Penobscot,"133 Elm St, Brewer ME",44.767366,-68.773208,ME,04412-1739
338,Arps Tavern,Nassau,"45 Atlantic Ave, Floral Park NY",40.724567,-73.705897,NY,11001-2720
339,Arrow Brewing Co,Washington County,"1161 W Henri De Tonti Blvd, Tontitown AR",36.176446,-94.235164,AR,
340,Arroyo Robles Winery,San Luis Obispo,"1317 Park St, Pasorobles CA",35.627941,-120.690227,CA,93446-2236
341,Artifex Brewing Company,Orange,"919 Calle Amanencer, San Clemente CA",33.449634,-117.605791,CA,92673-6212
342,Artisan's Brewery and Italian Grill,Ocean,"1171 Hooper Ave, Toms River NJ",39.977266,-74.182938,NJ,08753-8305
343,Art's Brewing Supplies,Salt Lake,"642 S Washington St, Salt Lake City UT",40.702569,-111.897941,UT,84115-3424
344,Arvada Beer Co,Jefferson,"12633 W 67th Pl, Arvada CO",39.818702,-105.140738,CO,80004-2217
345,Arylessence Inc,Cobb,"1091 Lake Dr, Marietta GA",34.066359,-84.518754,GA,30066-1073
346,As Good As It Gets,Sarasota,"49 Palm Ave, Sarasota FL",27.334862,-82.54286,FL,34236-5610
347,Ascension Brewing Company,Oakland,"42000 Grand River Ave, Novi MI",42.47752,-83.460817,MI,48375-1831
348,Asgard Tavern,King,"1300 N Northlake Way, Seattle WA",47.648085,-122.342379,WA,98103-8919
349,Asher Brewing Co,Boulder,"4699 Nautilus Ct S, Boulder CO",40.059832,-105.204652,CO,80301-3241
350,Asheville Brewery Tours,Buncombe,"2 Wall St, Asheville NC",35.595124,-82.554872,NC,28801-2710
351,Asheville Pizza Brewing Company,Buncombe,"77 Coxe Ave, Asheville NC",35.591711,-82.555033,NC,28801-3621
352,Asheville Pizza Company,Buncombe,"675 Merrimon Ave, Asheville NC",35.62202,-82.554551,NC,28804-3541
353,Ashland & Highland,Franklin,"5637 Woerner Temple Rd, Dublin OH",40.083208,-83.140745,OH,43016-7188
354,Ashley Tavern,Marathon,"2297 S County Road X, Mosinee WI",44.693096,-89.607982,WI,54455-9552
355,Aslan Brewing Company,Whatcom,"1330 N Forest St, Bellingham WA",48.748593,-122.474794,WA,98225-4702
356,Aslin Brewery,Fairfax,"257 Sunset Park Dr, Herndon VA",38.956241,-77.374669,VA,20170-5220
357,Aspen Brewing Co,Pitkin,"304 E Hopkins Ave, Aspen CO",39.19004,-106.8204,CO,81611-1906
358,Aspirations Winery,Hillsborough,"5116 E Fowler Ave, Tampa FL",28.054502,-82.399302,FL,33617-2189
359,Ass Clown Brewing Company,Mecklenburg,"10620 Bailey Rd, Cornelius NC",35.45813,-80.856062,NC,28031-9098
360,Assist-2-sell 1st Choice Rlty,Penobscot,"14 N Main St, Brewer ME",44.794903,-68.765797,ME,04412-2008
361,Astoria Brewing Co Inc,Clatsop,"1196 Marine Dr, Astoria OR",46.189679,-123.830351,OR,97103-4112
362,Astoria Brewing Co.,Clatsop,"144 11th St, Astoria OR",46.190173,-123.831697,OR,97103-4104
363,At Your Fingertips,Penobscot,"10 Central Ave, Brewer ME",44.768384,-68.770336,ME,04412-1756
364,Atco Brewing Company,Camden,"302 White Horse Pike, Atco NJ",39.771122,-74.900077,NJ,08004-2209
365,Athens Brewery Tours,Clarke,"1145 N Chase St, Athens GA",33.969448,-83.392407,GA,30601-1863
366,Atlanta Brewing Co,Fulton,"2323 Defoor Hills Rd N W, Atlanta GA",33.818311,-84.435422,GA,30318-2207
367,Atlantic Brewing Company,Hancock,"15 Knox Rd, Bar Harbor ME",44.399682,-68.334208,ME,04609-7770
368,Atlantic Coaching,Penobscot,"47 Madison Ave, Brewer ME",44.79423,-68.75107,ME,04412-1838
369,Atlantic Coast Brewing Ltd,Middlesex,"332 Moody St, Waltham MA",42.370571,-71.237016,MA,02453-5202
370,Atlantic Granite & Stone,Penobscot,"583 S Main St, Brewer ME",44.770154,-68.780145,ME,04412-2426
371,Atlantic Oil,Penobscot,"20 Green Point Rd, Brewer ME",44.77833,-68.743987,ME,04412-5300
372,Atlantic Sun Control Manassas,Manassas City,"8621 Quarry Rd, Manassas VA",38.754354,-77.457923,VA,20110-5348
373,Atlas Brew Works,District Of Columbia,"2052 W Virginia Ave N E, Washington DC",38.914624,-76.981101,DC,20002-1832
374,Attractions With A Spin,Harris,"8350 S Sam Houston Pkwy E, Houston TX",29.599788,-95.270674,TX,77075-4878
375,Atwater Block Brewery,Wayne County,"237 Jos Campau, Detroit MI",42.332916,-83.047853,MI,
376,"Atwater Brewery, Atwater Block Brewery",Wayne,"237 Joseph Campau St, Detroit MI",42.337329,-83.018312,MI,48207-4107
377,Atwood's Tin Hat,Benton,"425 E Bruneau Ave, Kennewick WA",46.210702,-119.109901,WA,99336-3726
378,August Brewing Venture,Franklin,"109 W Main St, Washington MO",38.559982,-91.011543,MO,63090-2120
379,August Schell Brewery,Brown County,"1860 Schell Rd, New Ulm MN",44.312958,-94.456617,MN,
380,Augusta Brewing Co,Saint Charles,"5521 Water St, Augusta MO",38.570218,-90.880203,MO,63332-1016
381,Aussie Pub,Arapahoe,"4386 S Broadway, Englewood CO",39.636945,-104.987755,CO,80113-5720
382,Austin Beerworks,Travis,"3009 Industrial Ter, Austin TX",30.38013,-97.72989,TX,78758-7601
383,Austin Brewery Tours,Travis,"4714 Mount Vernon Dr, Austin TX",30.218705,-97.78155,TX,78745-1857
384,Austin Eastciders,Travis,"979 Springdale Rd, Austin TX",30.263918,-97.696604,TX,78702-3700
385,Austin Street Brewery,Cumberland,"1 Industrial Way, Portland ME",43.703224,-70.319765,ME,04103-1071
386,Austin Tour Company,Travis,"607 Trinity St, Austin TX",30.267701,-97.739108,TX,78701-3330
387,Avenue Pub,Summit,"353 E Cuyahoga Falls Ave, Akron OH",41.110746,-81.505016,OH,44310-2251
388,Avenue Wines & Spirits,New Castle,"2000 Delaware Ave, Wilmington DE",39.760652,-75.565443,DE,19806-2208
389,Avery Brewing,Boulder,"5757 Arapahoe Ave, Boulder CO",40.014707,-105.218806,CO,80303-1331
390,Avery Brewing Co,Boulder,"5763 Arapahoe Ave, Boulder CO",40.014705,-105.218665,CO,80303-1331
391,Aviator Brewery,Wake,"209 Technology Park Ln, Fuquay-varina NC",35.619751,-78.807788,NC,27526-9311
392,Avid Brewing & Growing Supplies,Pinellas,"1745 1st Ave S, Saint Petersburg FL",27.770226,-82.657242,FL,33712-1303
393,Aycock Knives & Beer Supplies,Marion,"120 Columbia St N E, Salem OR",44.959684,-123.034889,OR,97301-0703
394,Aztec Brewing Co / Seven Nations Brewing Co,San Diego,"2330 La Mirada Dr, Vista CA",33.151221,-117.228899,CA,92081-7862
395,B & A Variety Store,Cuyahoga,"3211 Prospect Ave E, Cleveland OH",41.501448,-81.664828,OH,44115-2613
396,B & B Commercial Refrigeration,Onondaga,"5743 Wild Way, Brewerton NY",43.226956,-76.123459,NY,13029-9687
397,B & B Discount Beverages,Colbert,"675 Highway 72, Cherokee AL",34.753646,-87.969095,AL,35616-3305
398,B & B Tap,Milwaukee,"3021 S 13th St, Milwaukee WI",42.989608,-87.928773,WI,53215-3825
399,B & I Bar,Eaton,"5247 Old Lansing Rd, Lansing MI",42.698182,-84.624182,MI,48917-4471
400,B & K Root Beer Drive In,Summit,"2184 Manchester Rd, Akron OH",41.039387,-81.54635,OH,44314-1765
401,B & L Bar Inc,Brown,"15 N Minnesota St, Newulm MN",44.313795,-94.459396,MN,56073-1727
402,B & M Graphics & Window Films,East Baton Rouge,"13789 Airline Hwy, Baton Rouge LA",30.370367,-91.029462,LA,70817-5924
403,B & R Distributing,Onondaga,"9452 Wickham Dr, Brewerton NY",43.227469,-76.142083,NY,13029-9729
404,B & R Excavating LLC,Onondaga,"10170 Black Creek Rd, Brewerton NY",43.262685,-76.201534,NY,13029-9755
405,B & S Brewers Guild,Galveston,"900 Anders Ln, Kemah TX",29.529314,-95.026707,TX,77565-2687
406,B B Cafe,Essex,"541 Central Ave, Newark NJ",40.749033,-74.196507,NJ,07107-1443
407,B Bg's,Mahoning,"40 S Meridian Rd, Youngstown OH",41.10183,-80.71108,OH,44509-2638
408,B Chord Brewing Co,Clarke,"19481 Foggy Bottom Rd, Bluemont VA",39.080485,-77.829101,VA,20135-1928
409,B D Marine,Penobscot,"432 Wilson St, Brewer ME",44.783466,-68.750042,ME,04412-1450
410,B D Riley's,Travis,"204 E 6th St, Austin TX",30.267586,-97.741132,TX,78701-3626
411,B D Village Inn,Racine,"34414 Geneva Rd, Burlington WI",42.579635,-88.227808,WI,53105-7831
412,B J's Bar & Grill,Shiawassee,"334 Main St, Morrice MI",42.837995,-84.1779,MI,48857-2523
413,B K S Bears Brew Llc,Webster,"511 Hidden Pond Dr, Fordland MO",37.226938,-92.942147,MO,65652-8149
414,B Nektar Meadery,Oakland,"1505 Jarvis Saint Suite B, Ferndale MI",42.456755,-83.113724,MI,48220-2025
415,B Ryders Sports Bar and Grill,Kern,"7401 White Ln, Bakersfield CA",35.318142,-119.084596,CA,93309-7600
416,B S E Marketing,Nassau,"601 2nd Ave, New Hyde Park NY",40.729236,-73.687931,NY,11040
417,B. Nektar Meadery,Oakland,"1511 Jarvis St, Ferndale MI",42.456758,-83.113578,MI,48220-2025
418,B.o.b.'s Brewery,Kent,"20 Monroe Ave N W, Grand Rapids MI",42.963717,-85.673126,MI,49503-2649
419,B2o Bar & Grill,Los Angeles,"8841 Las Tunas Dr, Temple City CA",34.103579,-118.075799,CA,91780-1821
420,B-52 Brewing Co.,Montgomery,"12470 Milroy Ln, Conroe TX",30.340715,-95.551366,TX,77304-5160
421,Babylon Beverage,Suffolk County,"345 E Little Neck Rd, W Babylon NY",40.709282,-73.348689,NY,
422,Bacchus Wine Storage,Harris,"6620 S W Fwy Ste 236, Houston TX",29.71649,-95.499986,TX,77074-2210
423,Back Bay Brewing,Virginia Beach City,"614 Norfolk Ave, Virginia Beach VA",36.83769,-75.97968,VA,23451-4419
424,Back East Brewery,Hartford,"1296 Blue Hills Ave, Bloomfield CT",41.854843,-72.705216,CT,06002-1301
425,Back Forty Beer Co,Etowah,"200 N 6th St, Gadsden AL",34.005784,-85.985231,AL,35903-1641
426,Back Pedal Brewing,Multnomah,"1425 N W Flanders St, Portland OR",45.525749,-122.685815,OR,97209-2620
427,Back Road Brewery,La Porte,"308 Perry St, Laporte IN",41.61193,-86.726386,IN,46350-3216
428,Back Room Brewery,Boulder,"328 S Mccaslin Blvd, Louisville CO",39.965679,-105.163309,CO,80027-9432
429,Backroom,Travis,"2015 E Riverside Dr, Austin TX",30.240566,-97.727401,TX,78741-1324
430,Backroom Brewery,Frederick,"150 Ridgemont Rd, Middletown VA",38.99556,-78.219298,VA,22645-3817
431,Backshore Brewing Company,Worcester,"913 Atlantic Ave, Ocean City MD",38.339591,-75.080498,MD,21842-4175
432,Backside Brewing Co,Douglas,"1640 N E Odell Ave, Roseburg OR",43.214401,-123.337743,OR,97470-3320
433,Backstreet Brewery,Orange,"14450 Culver Dr, Irvine CA",33.705354,-117.786949,CA,92604-0304
434,Backstreet Grill and Pub - Elyria,Lorain,"656 Sugar Ln, Elyria OH",41.360293,-82.073034,OH,44035-6310
435,Backwoods Brewing,Skamania,"1111 Wind River Hwy, Carson WA",45.727663,-121.820479,WA,98610-3257
436,Backwoods Brewing Company,Skamania,"1162 B Wind River Hwy, Carson WA",45.728271,-121.820479,WA,98610-3257
437,Backyard Barn Winery and Microbrewery,Sumter,"1945 E Co Rd 462, Wildwood FL",28.894422,-82.072703,FL,34785-8594
438,Backyard Brewing Supplies,Ward,"710 31st Ave S W, Minot ND",48.202891,-101.304376,ND,58701-7016
439,Bad Beat Brewing,Clark,"7380 Eastgate Rd, Henderson NV",36.052758,-115.019817,NV,89011-4008
440,Bad Brewing Co.,Ingham,"440 S Jefferson St, Mason MI",42.578622,-84.443169,MI,48854-1654
441,Bad Dog Ale House,Los Angeles,"226 Standard St, Elsegundo CA",33.91853,-118.414724,CA,90245-3834
442,Bad Jimmys Brewing Company,King,"4358 Leary Way N W, Seattle WA",47.660188,-122.365934,WA,98107-4554
443,Bad Seed Cider,Ulster,"43 Baileys Gap Rd, Highland NY",41.684863,-73.996422,NY,12528-2283
444,Bad Tom Smith Brewing,Hamilton,"4720 Eastern Ave, Cincinnati OH",39.119715,-84.418092,OH,45226-1893
